Time,AccX,AccY,AccZ,Temp,Humidity
2024-08-29 12:16:21.068943,-0.05,-0.05,0.89,22.90,61.90
2024-08-29 12:16:22.388772,-0.05,-0.05,0.89,22.90,62.00
2024-08-29 12:16:23.573475,-0.05,-0.05,0.89,22.90,62.00
2024-08-29 12:16:24.807237,-0.05,-0.05,0.89,22.80,62.00
2024-08-29 12:16:26.004373,-0.04,-0.05,0.88,22.80,62.00
2024-08-29 12:16:27.248251,-0.04,-0.04,0.88,22.90,62.10
2024-08-29 12:16:28.498724,-0.05,-0.05,0.88,22.90,62.10
2024-08-29 12:16:29.757965,-0.05,-0.05,0.89,22.90,62.10
