2024-09-13 12:50:37	    295.02
2024-09-13 12:50:43	    295.02
2024-09-13 12:50:49	    294.97
2024-09-13 12:50:55	    294.81
2024-09-13 12:51:01	    294.58
2024-09-13 12:51:09	    294.29
2024-09-13 12:51:16	    293.98
2024-09-13 12:51:23	    293.65
2024-09-13 12:51:30	    293.26
2024-09-13 12:51:37	    292.72
2024-09-13 12:51:44	    292.08
2024-09-13 12:51:51	    291.44
2024-09-13 12:51:58	    290.79
2024-09-13 12:52:05	    290.10
2024-09-13 12:52:12	    289.44
2024-09-13 12:52:19	    288.78
2024-09-13 12:52:26	    288.10
2024-09-13 12:52:33	    287.44
2024-09-13 12:52:40	    286.78
2024-09-13 12:52:47	    286.11
2024-09-13 12:52:54	    285.46
2024-09-13 12:53:01	    284.81
2024-09-13 12:53:08	    284.14
2024-09-13 12:53:15	    283.51
2024-09-13 12:53:22	    282.87
2024-09-13 12:53:29	    282.21
2024-09-13 12:53:36	    281.58
2024-09-13 12:53:43	    280.95
2024-09-13 12:53:50	    280.32
2024-09-13 12:53:57	    279.67
2024-09-13 12:54:04	    279.05
2024-09-13 12:54:11	    278.43
2024-09-13 12:54:18	    277.78
2024-09-13 12:54:25	    277.16
2024-09-13 12:54:32	    276.54
2024-09-13 12:54:40	    275.90
2024-09-13 12:54:47	    275.29
2024-09-13 12:54:54	    274.68
2024-09-13 12:55:01	    274.05
2024-09-13 12:55:08	    273.43
2024-09-13 12:55:15	    272.83
2024-09-13 12:55:22	    272.20
2024-09-13 12:55:29	    271.59
2024-09-13 12:55:36	    270.99
2024-09-13 12:55:43	    270.36
2024-09-13 12:55:50	    269.77
2024-09-13 12:55:57	    269.18
2024-09-13 12:56:04	    268.59
2024-09-13 12:56:11	    267.99
2024-09-13 12:56:18	    267.40
2024-09-13 12:56:25	    266.81
2024-09-13 12:56:32	    266.21
2024-09-13 12:56:39	    265.63
2024-09-13 12:56:46	    265.05
2024-09-13 12:56:53	    264.45
2024-09-13 12:57:00	    263.88
2024-09-13 12:57:07	    263.31
2024-09-13 12:57:14	    262.71
2024-09-13 12:57:21	    262.14
2024-09-13 12:57:28	    261.57
2024-09-13 12:57:35	    260.98
2024-09-13 12:57:42	    260.41
2024-09-13 12:57:49	    259.84
2024-09-13 12:57:56	    259.26
2024-09-13 12:58:04	    258.69
2024-09-13 12:58:11	    258.13
2024-09-13 12:58:18	    257.55
2024-09-13 12:58:25	    256.99
2024-09-13 12:58:32	    256.43
2024-09-13 12:58:39	    255.85
2024-09-13 12:58:46	    255.29
2024-09-13 12:58:53	    254.74
2024-09-13 12:59:00	    254.18
2024-09-13 12:59:07	    253.61
2024-09-13 12:59:14	    253.06
2024-09-13 12:59:21	    252.51
2024-09-13 12:59:28	    251.94
2024-09-13 12:59:35	    251.39
2024-09-13 12:59:42	    250.84
2024-09-13 12:59:49	    250.28
2024-09-13 12:59:56	    249.74
2024-09-13 13:00:03	    249.19
2024-09-13 13:00:10	    248.63
2024-09-13 13:00:17	    248.09
2024-09-13 13:00:24	    247.55
2024-09-13 13:00:31	    246.99
2024-09-13 13:00:38	    246.46
2024-09-13 13:00:45	    245.92
2024-09-13 13:00:52	    245.37
2024-09-13 13:00:59	    244.84
2024-09-13 13:01:06	    244.30
2024-09-13 13:01:13	    243.75
2024-09-13 13:01:20	    243.22
2024-09-13 13:01:27	    242.69
2024-09-13 13:01:35	    242.17
2024-09-13 13:01:42	    241.62
2024-09-13 13:01:49	    241.09
2024-09-13 13:01:56	    240.57
2024-09-13 13:02:03	    240.03
2024-09-13 13:02:10	    239.51
2024-09-13 13:02:17	    238.99
2024-09-13 13:02:24	    238.45
2024-09-13 13:02:31	    237.93
2024-09-13 13:02:38	    237.41
2024-09-13 13:02:45	    236.88
2024-09-13 13:02:52	    236.36
2024-09-13 13:02:59	    235.85
2024-09-13 13:03:06	    235.32
2024-09-13 13:03:13	    234.80
2024-09-13 13:03:20	    234.29
2024-09-13 13:03:27	    233.77
2024-09-13 13:03:34	    233.26
2024-09-13 13:03:41	    232.75
2024-09-13 13:03:48	    232.23
2024-09-13 13:03:55	    231.72
2024-09-13 13:04:02	    231.22
2024-09-13 13:04:09	    230.71
2024-09-13 13:04:16	    230.19
2024-09-13 13:04:23	    229.69
2024-09-13 13:04:30	    229.19
2024-09-13 13:04:37	    228.68
2024-09-13 13:04:44	    228.18
2024-09-13 13:04:51	    227.68
2024-09-13 13:04:59	    227.17
2024-09-13 13:05:06	    226.67
2024-09-13 13:05:13	    226.18
2024-09-13 13:05:20	    225.67
2024-09-13 13:05:27	    225.18
2024-09-13 13:05:34	    224.68
2024-09-13 13:05:41	    224.18
2024-09-13 13:05:48	    223.69
2024-09-13 13:05:55	    223.20
2024-09-13 13:06:02	    222.70
2024-09-13 13:06:09	    222.22
2024-09-13 13:06:16	    221.73
2024-09-13 13:06:23	    221.23
2024-09-13 13:06:30	    220.75
2024-09-13 13:06:37	    220.26
2024-09-13 13:06:44	    219.78
2024-09-13 13:06:51	    219.29
2024-09-13 13:06:58	    218.81
2024-09-13 13:07:05	    218.33
2024-09-13 13:07:12	    217.84
2024-09-13 13:07:19	    217.36
2024-09-13 13:07:26	    216.89
2024-09-13 13:07:33	    216.40
2024-09-13 13:07:40	    215.93
2024-09-13 13:07:47	    215.46
2024-09-13 13:07:54	    214.97
2024-09-13 13:08:01	    214.50
2024-09-13 13:08:08	    214.03
2024-09-13 13:08:15	    213.55
2024-09-13 13:08:22	    213.08
2024-09-13 13:08:30	    212.62
2024-09-13 13:08:37	    212.14
2024-09-13 13:08:44	    211.68
2024-09-13 13:08:51	    211.22
2024-09-13 13:08:58	    210.74
2024-09-13 13:09:05	    210.28
2024-09-13 13:09:12	    209.82
2024-09-13 13:09:19	    209.37
2024-09-13 13:09:26	    208.90
2024-09-13 13:09:33	    208.46
2024-09-13 13:09:40	    208.01
2024-09-13 13:09:47	    207.55
2024-09-13 13:09:54	    207.10
2024-09-13 13:10:01	    206.66
2024-09-13 13:10:08	    206.20
2024-09-13 13:10:15	    205.76
2024-09-13 13:10:22	    205.32
2024-09-13 13:10:29	    204.86
2024-09-13 13:10:36	    204.42
2024-09-13 13:10:43	    203.98
2024-09-13 13:10:50	    203.53
2024-09-13 13:10:57	    203.09
2024-09-13 13:11:04	    202.66
2024-09-13 13:11:11	    202.21
2024-09-13 13:11:18	    201.77
2024-09-13 13:11:25	    201.34
2024-09-13 13:11:32	    200.90
2024-09-13 13:11:39	    200.46
2024-09-13 13:11:46	    200.03
2024-09-13 13:11:53	    199.60
2024-09-13 13:12:01	    199.16
2024-09-13 13:12:08	    198.73
2024-09-13 13:12:15	    198.30
2024-09-13 13:12:22	    197.86
2024-09-13 13:12:29	    197.44
2024-09-13 13:12:36	    197.02
2024-09-13 13:12:43	    196.58
2024-09-13 13:12:50	    196.16
2024-09-13 13:12:57	    195.74
2024-09-13 13:13:04	    195.30
2024-09-13 13:13:11	    194.88
2024-09-13 13:13:18	    194.46
2024-09-13 13:13:25	    194.03
2024-09-13 13:13:32	    193.61
2024-09-13 13:13:39	    193.20
2024-09-13 13:13:46	    192.77
2024-09-13 13:13:53	    192.36
