2024/03/04 11:54:59, 125, 73, 45.77
2024/03/04 11:55:09, 125, 73, 45.77
2024/03/04 11:55:19, 125, 73, 45.77
2024/03/04 11:55:29, 125, 73, 45.77
2024/03/04 11:55:39, 125, 80, 45.77
2024/03/04 11:55:49, 125, 73, 45.74
2024/03/04 11:55:59, 125, 73, 45.74
2024/03/04 11:56:09, 125, 80, 45.74
2024/03/04 11:56:19, 125, 73, 43.24
2024/03/04 11:56:29, 125, 73, 38.38
2024/03/04 11:56:39, 125, 73, 34.48
2024/03/04 11:56:49, 117, 73, 31.31
2024/03/04 11:56:59, 125, 80, 28.87
2024/03/04 11:57:09, 117, 73, 26.99
2024/03/04 11:57:19, 117, 73, 25.50
2024/03/04 11:57:29, 117, 73, 24.32
2024/03/04 11:57:39, 117, 73, 23.33
2024/03/04 11:57:49, 117, 73, 22.59
2024/03/04 11:57:59, 117, 73, 21.96
2024/03/04 11:58:09, 117, 73, 21.49
2024/03/04 11:58:19, 117, 73, 20.97
2024/03/04 11:58:29, 117, 73, 20.57
2024/03/04 11:58:39, 117, 73, 16.38
2024/03/04 11:58:49, 117, 73, 11.88
2024/03/04 11:58:59, 110, 73, 8.90
2024/03/04 11:59:09, 110, 73, 6.92
2024/03/04 11:59:19, 110, 73, 5.60
2024/03/04 11:59:29, 110, 73, 4.44
2024/03/04 11:59:39, 110, 73, 3.95
2024/03/04 11:59:49, 110, 73, 4.54
2024/03/04 11:59:59, 110, 73, 4.64
2024/03/04 12:00:09, 110, 73, 4.61
2024/03/04 12:00:19, 110, 73, 4.54
2024/03/04 12:00:29, 110, 73, 4.49
2024/03/04 12:00:39, 110, 73, 4.44
2024/03/04 12:00:49, 110, 73, 4.41
2024/03/04 12:00:59, 110, 73, 4.36
2024/03/04 12:01:09, 110, 73, 4.31
2024/03/04 12:01:19, 110, 73, 4.31
2024/03/04 12:01:29, 102, 73, 4.28
2024/03/04 12:01:39, 110, 73, 4.26
2024/03/04 12:01:49, 110, 73, 4.23
2024/03/04 12:01:59, 110, 73, 4.21
2024/03/04 12:02:09, 110, 73, 4.21
2024/03/04 12:02:19, 110, 73, 4.21
2024/03/04 12:02:29, 110, 73, 4.16
2024/03/04 12:02:39, 110, 73, 4.16
2024/03/04 12:02:49, 110, 73, 4.16
2024/03/04 12:02:59, 110, 73, 4.16
2024/03/04 12:03:09, 110, 73, 4.13
2024/03/04 12:03:19, 110, 73, 4.10
2024/03/04 12:03:29, 110, 73, 4.10
2024/03/04 12:03:39, 110, 73, 4.10
2024/03/04 12:03:49, 110, 73, 4.10
2024/03/04 12:03:59, 110, 66, 4.08
2024/03/04 12:04:09, 110, 73, 4.08
2024/03/04 12:04:19, 110, 73, 4.05
2024/03/04 12:04:29, 110, 73, 4.05
2024/03/04 12:04:39, 110, 73, 4.05
2024/03/04 12:04:49, 110, 73, 4.05
2024/03/04 12:04:59, 110, 73, 4.03
2024/03/04 12:05:09, 110, 73, 4.03
2024/03/04 12:05:19, 110, 73, 4.00
2024/03/04 12:05:29, 110, 73, 4.00
2024/03/04 12:05:39, 110, 73, 4.00
2024/03/04 12:05:49, 110, 66, 4.00
2024/03/04 12:05:59, 110, 73, 4.00
2024/03/04 12:06:09, 110, 73, 3.95
2024/03/04 12:06:19, 110, 73, 3.95
2024/03/04 12:06:29, 110, 73, 3.95
2024/03/04 12:06:39, 110, 73, 3.95
2024/03/04 12:06:49, 110, 66, 3.93
2024/03/04 12:06:59, 110, 73, 3.93
2024/03/04 12:07:09, 110, 73, 3.93
2024/03/04 12:07:19, 110, 73, 3.90
2024/03/04 12:07:29, 110, 73, 3.90
2024/03/04 12:07:39, 110, 73, 3.90
2024/03/04 12:07:49, 110, 73, 3.90
2024/03/04 12:07:59, 110, 66, 3.90
2024/03/04 12:08:09, 110, 73, 3.90
2024/03/04 12:08:19, 110, 73, 3.90
2024/03/04 12:08:29, 110, 73, 3.90
2024/03/04 12:08:39, 110, 73, 3.90
2024/03/04 12:08:49, 110, 73, 3.88
2024/03/04 12:08:59, 110, 73, 3.88
2024/03/04 12:09:09, 110, 73, 3.90
2024/03/04 12:09:19, 110, 73, 3.85
2024/03/04 12:09:29, 110, 73, 3.88
