2024-05-31 10:16:34	    300.51
2024-05-31 10:16:36	    300.51
2024-05-31 10:16:38	    300.51
2024-05-31 10:16:40	    300.51
2024-05-31 10:16:42	    300.51
2024-05-31 10:16:44	    300.50
2024-05-31 10:16:46	    300.47
2024-05-31 10:16:48	    300.43
2024-05-31 10:16:50	    300.38
2024-05-31 10:16:52	    300.32
2024-05-31 10:16:54	    300.25
2024-05-31 10:16:56	    300.18
2024-05-31 10:16:58	    300.09
2024-05-31 10:17:00	    300.02
2024-05-31 10:17:02	    299.93
2024-05-31 10:17:04	    299.85
2024-05-31 10:17:06	    299.76
2024-05-31 10:17:08	    299.68
2024-05-31 10:17:11	    299.60
2024-05-31 10:17:13	    299.50
2024-05-31 10:17:15	    299.42
2024-05-31 10:17:17	    299.32
2024-05-31 10:17:19	    299.24
2024-05-31 10:17:21	    299.14
2024-05-31 10:17:23	    299.07
2024-05-31 10:17:25	    298.99
2024-05-31 10:17:27	    298.94
2024-05-31 10:17:29	    298.88
2024-05-31 10:17:31	    298.82
2024-05-31 10:17:33	    298.76
2024-05-31 10:17:35	    298.70
2024-05-31 10:17:37	    298.63
2024-05-31 10:17:39	    298.56
2024-05-31 10:17:41	    298.47
2024-05-31 10:17:43	    298.36
2024-05-31 10:17:45	    298.26
2024-05-31 10:17:47	    298.12
2024-05-31 10:17:49	    298.00
2024-05-31 10:17:51	    297.85
2024-05-31 10:17:53	    297.71
2024-05-31 10:17:55	    297.54
2024-05-31 10:17:57	    297.39
2024-05-31 10:17:59	    297.22
2024-05-31 10:18:01	    297.05
2024-05-31 10:18:03	    296.87
2024-05-31 10:18:05	    296.71
2024-05-31 10:18:07	    296.53
2024-05-31 10:18:09	    296.36
2024-05-31 10:18:11	    296.19
2024-05-31 10:18:13	    296.00
2024-05-31 10:18:15	    295.84
2024-05-31 10:18:18	    295.65
2024-05-31 10:18:20	    295.50
2024-05-31 10:18:22	    295.32
2024-05-31 10:18:24	    295.15
2024-05-31 10:18:26	    294.97
2024-05-31 10:18:28	    294.81
2024-05-31 10:18:30	    294.62
2024-05-31 10:18:32	    294.46
2024-05-31 10:18:34	    294.28
2024-05-31 10:18:36	    294.11
2024-05-31 10:18:38	    293.95
2024-05-31 10:18:40	    293.77
2024-05-31 10:18:42	    293.62
2024-05-31 10:18:44	    293.44
2024-05-31 10:18:46	    293.29
2024-05-31 10:18:48	    293.12
2024-05-31 10:18:50	    292.97
2024-05-31 10:18:52	    292.80
2024-05-31 10:18:54	    292.64
